rank,rank_change,title,revenue,revenue_change,profits,expenses,profit_change,assets,market_value,employees,ceo_title,sector,industry,years_on_fortune_500,city,state
646,-21,LSC Communications,"3,603",-1.40%,-57.00,3660,-153.80%,"$2,014",$608,"24,000","Chairman, President &  Chief Executive Officer",Media,"Publishing, Printing",-,Chicago,IL
647,21,Sabre,"3,599",6.70%,242.50,3356.5,0.00%,"$5,649","$5,887","9,000","President, Chief Executive Officer &  Director",Technology,Internet Services and Retailing,-,Southlake,TX
648,14,Green Plains,"3,596",5.40%,61.10,3534.9,472.60%,"$2,785",$688,"1,427","President, Chief Executive Officer &  Director",Energy,Energy,-,Omaha,NE
649,10,Hexion,"3,591",4.50%,-234.00,3825,-,"$2,097",-,"4,300","Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Columbus,OH
650,-8,Stericycle,"3,581",0.50%,42.40,3538.6,-79.50%,"$6,988","$5,007","23,200","President, Chief Executive Officer &  Director",Business Services,Waste Management,-,Lake Forest,IL
651,35,Warner Music Group,"3,576",10.20%,143.00,3433,472.00%,"$5,718",-,"4,520","President, Chief Executive Officer &  Director",Media,Entertainment,-,New York,NY
652,6,Ventas,"3,574",3.80%,"1,356.50",2217.5,108.90%,"$23,955","$17,643",493,Chairman &  Chief Executive Officer,Financials,Real estate,-,Chicago,IL
653,-6,ScanSource,"3,568",0.80%,69.20,3498.8,8.80%,"$1,718",$909,"2,000",Chief Executive Officer &  Director,Wholesalers,Wholesalers: Electronics and Office Equipment,-,Greenville,SC
654,-3,Pinnacle West Capital,"3,565",1.90%,488.50,3076.5,10.50%,"$17,019","$8,932","6,292","Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,-,Phoenix,AZ
655,9,Scripps Networks Interactive,"3,562",4.70%,623.90,2938.1,-7.40%,"$6,522",$0,"3,600",CEO-Discovery,Media,Entertainment,-,Knoxville,TN
656,58,Alexion Pharmaceuticals,"3,551",15.10%,443.30,3107.7,11.00%,"$13,583","$24,784","2,525",Chairman &  Chief Executive Officer,Health Care,Pharmaceuticals,-,New Haven,CT
657,6,Pitney Bowes,"3,550",4.20%,261.30,3288.7,181.60%,"$6,679","$2,038","14,700","President, Chief Executive Officer &  Director",Technology,"Computers, Office Equipment",-,Stamford,CT
658,-108,CIT Group,"3,545",-20.40%,468.20,3076.8,-,"$49,279","$6,649","4,167",Chairwoman &  CEO,Financials,Commercial Banks,-,New York,NY
659,-2,Country Financial,"3,542",2.40%,187.30,3354.7,39.00%,"$14,664",-,"3,834",Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),-,Bloomington,IL
660,23,CUNA Mutual Group,"3,541",8.20%,303.20,3237.8,36.20%,"$20,595",-,"3,300","President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",-,Madison,WI
661,-60,Triumph Group,"3,533",-9.10%,-43.00,3576,-,"$4,415","$1,252","14,309","President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,-,Berwyn,PA
662,36,TransDigm Group,"3,529",11.30%,596.90,2932.1,1.80%,"$9,976","$16,021","9,200","President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,-,Cleveland,OH
663,44,Allegheny Technologies,"3,525",12.50%,-91.90,3616.9,-,"$5,185","$2,974","8,600","Chairman, President &  Chief Executive Officer",Materials,Metals,-,Pittsburgh,PA
664,-18,Resolute Forest Products,"3,513",-0.90%,-84.00,3597,-,"$4,147",$749,"7,700","President, Chief Executive Officer &  Director",Materials,Forest and Paper Products,-,Catawba,SC
665,14,Acuity Brands,"3,505",6.50%,321.70,3183.3,10.60%,"$2,900","$5,868","12,500","Chairman, President &  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",-,Atlanta,GA
666,9,Abercrombie & Fitch,"3,493",5.00%,7.10,3485.9,79.30%,"$2,326","$1,651","22,500",Chief Executive Officer &  Director,Retailing,Specialty Retailers: Apparel,-,New Albany,OH
667,66,KLA-Tencor,"3,480",16.60%,926.10,2553.9,31.50%,"$5,532","$17,073","5,990","President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,Milpitas,CA
668,38,Weis Markets,"3,467",10.50%,98.40,3368.6,12.90%,"$1,442","$1,102","23,000","Chairman, President &  Chief Executive Officer",Food &  Drug Stores,Food and Drug Stores,-,Sunbury,PA
669,31,Puget Energy,"3,460",9.40%,175.20,3284.8,-44.00%,"$13,691",-,"3,140","President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,-,Bellevue,WA
670,27,Mednax,"3,458",8.60%,320.40,3137.6,-1.40%,"$5,867","$5,251","14,000",Chief Executive Officer &  Director,Health Care,Health Care: Pharmacy and Other Services,-,Fort Lauderdale,FL
671,31,Kar Auction Services,"3,458",9.80%,362.00,3096,62.80%,"$6,984","$7,285","15,488",Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Diversified,-,Carmel,IN
672,1,PolyOne,"3,452",3.40%,-57.70,3509.7,-134.90%,"$2,705","$3,400","6,400","Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Avon Lake,OH
673,8,FMC,"3,442",4.80%,535.80,2906.2,156.20%,"$9,206","$10,297","7,000","Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Philadelphia,PA
674,60,Edwards Lifesciences,"3,435",15.90%,583.60,2851.4,2.50%,"$5,696","$29,372","12,200",Chairman &  Chief Executive Officer,Health Care,Medical Products and Equipment,-,Irvine,CA
675,222,Microchip Technology,"3,426",57.60%,164.60,3261.4,-49.20%,"$7,687","$21,410","12,656",Chairman &  Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,-,Chandler,AZ
676,6,Amerco,"3,422",4.50%,398.40,3023.6,-18.50%,"$9,406","$6,767","20,376","Chairman, President &  Chief Executive Officer",Transportation,"Trucking, Truck Leasing",-,Reno,NV
677,12,Mercury General,"3,416",5.80%,144.90,3271.1,98.30%,"$5,101","$2,538","4,300","President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),-,Los Angeles,CA
678,10,American National Insurance,"3,411",5.70%,493.70,2917.3,172.70%,"$26,387","$3,150","4,621","President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",-,Galveston,TX
679,15,Carters,"3,400",6.30%,302.80,3097.2,17.30%,"$2,068","$4,902","20,900",Chairman &  Chief Executive Officer,Apparel,Apparel,-,Atlanta,GA
680,31,International Flavors & Fragrances,"3,399",9.10%,295.70,3103.3,-27.00%,"$4,599","$10,804","7,300",Chairman &  Chief Executive Officer,Chemicals,Chemicals,-,New York,NY
681,11,Aarons,"3,384",5.50%,292.50,3091.5,110.00%,"$2,692","$3,266","11,900","President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,-,Atlanta,GA
682,-5,Alliant Energy,"3,382",1.90%,457.30,2924.7,23.10%,"$14,188","$9,453","3,989",Chairman &  Chief Executive Officer,Energy,Utilities: Gas and Electric,-,Madison,WI
683,-683,EQT,"3,378",110.00%,"1,508.50",1869.5,-,"$29,523","$12,565","2,067","Chairman, President &  Chief Executive Officer",Energy,Energy,-,Pittsburgh,PA
684,37,Monster Beverage,"3,369",10.50%,820.70,2548.3,15.20%,"$4,791","$32,404","2,589",Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Beverages,-,Corona,CA
685,27,BMC Stock Holdings,"3,366",8.80%,57.40,3308.6,86.00%,"$1,473","$1,314","9,100","President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,-,Atlanta,GA
686,67,Ryerson Holding,"3,365",17.70%,17.10,3347.9,-8.60%,"$1,712",$303,"3,600","President, Chief Executive Officer &  Director",Materials,Metals,-,Chicago,IL
687,16,Equifax,"3,362",6.90%,587.30,2774.7,20.20%,"$7,233","$14,152","10,300",Chairman &  Chief Executive Officer,Business Services,Financial Data Services,-,Atlanta,GA
688,2,Regal Beloit,"3,360",4.20%,213.00,3147,4.70%,"$4,388","$3,225","23,600",Chairman &  Chief Executive Officer,Industrials,"Electronics, Electrical Equip.",-,Beloit,WI
689,42,Old Dominion Freight Line,"3,358",12.30%,463.80,2894.2,56.80%,"$3,068","$12,107","19,183","President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",-,Thomasville,NC
690,-12,American Water Works,"3,357",1.70%,426.00,2931,-9.00%,"$19,482","$14,622","6,900","President, Chief Executive Officer &  Director",Energy,Miscellaneous,-,Voorhees Township,NJ
691,80,BGC Partners,"3,353",23.20%,51.50,3301.5,-49.80%,"$5,457","$4,119","9,238",Chairman &  Chief Executive Officer,Financials,Securities,-,New York,NY
692,38,Brinks,"3,347",10.80%,16.70,3330.3,-51.60%,"$3,060","$3,609","62,150","President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,Richmond,VA
692,38,Meritor,"3,347",10.80%,16.70,3330.3,-51.60%,"$3,060","$3,609","62,150","President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,Richmond,VA
694,26,Sentry Insurance Group,"3,346",9.30%,288.50,3057.5,30.10%,"$17,302",-,"4,139","Chairman, President &  Chief Executive Officer",Financials,Insurance: Property and Casualty (Mutual),-,Stevens Point,WI
695,63,Sanderson Farms,"3,342",18.70%,279.70,3062.3,48.00%,"$1,733","$2,718","14,669",Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Production,-,Laurel,MS
696,19,KapStone Paper & Packaging,"3,316",7.70%,243.50,3072.5,182.30%,"$3,324","$3,341","6,400","President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",-,Northbrook,IL
697,124,Gartner,"3,312",35.50%,3.30,3308.7,-98.30%,"$7,283","$10,684","15,131",Chief Executive Officer,Technology,Information Technology Services,-,Stamford,CT
698,7,IAC/InterActiveCorp,"3,307.20",5.30%,304.90,3002.3,-,"$5,867.80","$12,926",7000,Chief Executive Officer &  Director,Technology,Internet Services and Retailing,-,New York City,NY
699,-32,Tailored Brands,"3,304",-2.20%,96.70,3207.3,287.50%,"$2,000","$1,234","18,200",Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Houston,TX
700,59,WABCO Holdings,"3,304",17.60%,406.10,2897.9,82.10%,"$4,323","$7,194","14,631",Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Rochester Hills,MI
701,38,Insperity,"3,300",12.20%,84.40,3215.6,27.90%,"$1,064","$2,921","2,900",Chairman &  Chief Executive Officer,Business Services,Diversified Outsourcing Services,-,Houston,TX
702,34,Comerica,"3,289",11.10%,743.00,2546,55.80%,"$71,567","$16,562","7,999",Chairman &  Chief Executive Officer,Financials,Commercial Banks,-,Dallas,TX
703,14,TriNet Group,"3,275",7.00%,178.00,3097,189.90%,"$2,593","$3,245","2,700","President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,San Leandro,CA
704,-83,Avaya Holdings,"3,272",-11.60%,-,,-,"$5,898","$2,459","8,700","President, Chief Executive Officer &  Director",Technology,Information Technology Services,-,Santa Clara,CA
705,-189,Ashland Global Holdings,"3,260",-34.10%,1.00,3259,-,"$8,618","$4,343","6,500",Chairman &  Chief Executive Officer,Chemicals,Chemicals,-,Covington,KY
706,19,Meritage Homes,"3,241",6.60%,143.30,3097.7,-4.20%,"$3,251","$1,839","1,605",Chairman &  Chief Executive Officer,Engineering &  Construction,Homebuilders,-,Scottsdale,AZ
707,3,SkyWest,"3,204",2.70%,428.90,2775.1,-,"$5,458","$2,838","16,300","President, Chief Executive Officer &  Director",Transportation,Airlines,-,St. George,UT
708,-142,USG,"3,204",-24.90%,88.00,3116,-82.70%,"$3,851","$5,664","6,800","President, Chief Executive Officer &  Director",Materials,"Building Materials, Glass",-,Chicago,IL
709,114,Southwestern Energy,"3,203",31.50%,"1,046.00",2157,-,"$7,521","$2,542","1,575","President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",-,Spring,TX
710,35,Keysight Technologies,"3,189",9.30%,102.00,3087,-69.60%,"$5,933","$9,825","12,600","President, Chief Executive Officer &  Director",Technology,"Scientific,Photographic and  Control Equipment",-,Santa Rosa,CA
711,-15,Regal Entertainment Group,"3,163",-1.10%,112.30,3050.7,-34.10%,"$2,843",-,"26,047","President, Chief Executive Officer &  Director",Media,Entertainment,-,Knoxville,TN
712,58,Mutual of America Life Insurance,"3,163",16.10%,26.20,3136.8,56.70%,"$21,194",-,"1,079","Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (Mutual)",-,New York,NY
713,24,Paychex,"3,151",6.80%,817.30,2333.7,8.00%,"$6,834","$22,128","13,700","President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,Rochester,NY
714,-30,Brinker International,"3,151",-3.30%,150.80,3000.2,-24.90%,"$1,414","$1,673","57,906","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure",Food Services,-,Dallas,TX
715,13,Penn National Gaming,"3,148",3.70%,473.50,2674.5,333.10%,"$5,235","$2,407","18,754",Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",-,Wyomissing,PA
716,6,Gannett,"3,147",3.20%,6.90,3140.1,-86.90%,"$2,570","$1,126","19,000","President, Chief Executive Officer &  Director",Media,"Publishing, Printing",-,McLean,VA
717,-24,Visteon,"3,146",-1.90%,176.00,2970,134.70%,"$2,304","$3,409","10,000","President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Van Buren Charter Township,MI
718,-10,Pinnacle Foods,"3,144",0.50%,532.00,2612,152.00%,"$6,578","$6,440","4,900",Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Consumer Products,-,Parsippany-Troy Hills,NJ
719,54,Intuitive Surgical,"3,129",15.70%,660.00,2469,-10.30%,"$5,758","$46,675","4,444","President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,-,Sunnyvale,CA
720,225,Continental Resources,"3,121",57.60%,789.40,2331.6,-,"$14,200","$22,119","1,127",Chairman &  Chief Executive Officer,Energy,"Mining, Crude-Oil Production",-,Oklahoma City,OK
721,8,Service Corp. International,"3,095",2.10%,546.70,2548.3,208.80%,"$12,865","$6,959","19,468",Chairman &  Chief Executive Officer,Business Services,Miscellaneous,-,Houston,TX
722,28,Scientific Games,"3,084",6.90%,-242.30,3326.3,-,"$7,725","$3,743","8,600","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",-,Las Vegas,NV
723,-69,Albemarle,"3,072",-12.00%,54.90,3017.1,-91.50%,"$7,751","$10,269","5,400","Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Charlotte,NC
724,-54,Atmos Energy,"3,063",-8.60%,396.40,2666.6,13.20%,"$10,750","$9,348","4,565","President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,-,Dallas,TX
725,30,Hologic,"3,059",8.00%,755.50,2303.5,128.40%,"$7,980","$10,331","6,233","Chairman, President &  Chief Executive Officer",Health Care,Medical Products and Equipment,-,Marlboro,MA
726,1,H& R Block,"3,036",-0.10%,408.90,2627.1,9.30%,"$2,694","$5,316","44,900","President, Chief Executive Officer &  Director",Financials,Diversified Financials,-,KCMO,MO
727,60,Qorvo,"3,033",16.20%,-16.60,3049.6,-,"$6,522","$8,912","8,600","President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,Greensboro,NC
728,-10,Steelcase,"3,032",-0.90%,124.60,2907.4,-26.80%,"$1,792","$1,580","12,650","President, Chief Executive Officer &  Director",Household Products,"Home Equipment, Furnishings",-,Grand Rapids,MI
729,-5,Univision Communications,"3,016",-0.80%,654.90,2361.1,199.20%,"$9,599",$0,"4,500","President, Chief Executive Officer &  Director",Media,Entertainment,-,New York,NY
730,27,Worthington Industries,"3,014",6.90%,204.50,2809.5,42.30%,"$2,325","$2,644","10,000",Chairman &  Chief Executive Officer,Materials,Metals,-,Columbus,OH
731,50,Timken,"3,004",12.50%,203.40,2800.6,33.30%,"$3,402","$3,556","15,006","President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,North Canton,OH
732,44,A.O. Smith,"2,997",11.60%,296.50,2700.5,-9.20%,"$3,197","$10,908","16,100",Chairman &  Chief Executive Officer,Industrials,"Electronics, Electrical Equip.",-,Milwaukee,WI
733,15,PriceSmart,"2,997",3.10%,90.70,2906.3,2.30%,"$1,178","$2,540","7,903","President, Chief Executive Officer &  Director",Retailing,General Merchandisers,-,San Diego,CA
734,51,Stifel Financial,"2,997",13.40%,182.90,2814.1,124.30%,"$21,384","$4,256","7,100",Co-Chairman &  Chief Executive Officer,Financials,Securities,-,St. Louis,MO
735,-22,Brown-Forman,"2,994",-3.10%,669.00,2325,-37.30%,"$4,625","$26,160","4,570",Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Beverages,-,Louisville,KY
736,8,Cinemark Holdings,"2,992",2.50%,264.20,2727.8,3.60%,"$4,471","$4,388","19,915",Chairman &  Chief Executive Officer,Media,Entertainment,-,Plano,TX
737,71,Granite Construction,"2,990",18.90%,69.10,2920.9,21.00%,"$1,872","$2,228","3,600","President, Chief Executive Officer &  Director",Engineering &  Construction,"Engineering, Construction",-,Watsonville,CA
738,42,Dycom Industries,"2,978",0.80%,151.30,2826.7,-3.70%,"$1,841","$3,357","14,365","Chairman, President &  Chief Executive Officer",Engineering &  Construction,"Engineering, Construction",-,Palm Beach Gardens,FL
739,25,Clean Harbors,"2,945",6.90%,100.70,2844.3,-,"$3,707","$2,758","12,700","Chairman, President &  Chief Executive Officer",Business Services,Waste Management,-,Norwell,MA
740,-2,First Solar,"2,941",-0.30%,-165.60,3106.6,-,"$6,865","$7,416","4,100",Chairman &  Chief Executive Officer,Energy,Energy,-,Tempe,AZ
741,-1,Scotts Miracle-Gro,"2,936",0.00%,218.30,2717.7,-30.80%,"$2,747","$4,881","4,700",Chairman &  Chief Executive Officer,Chemicals,Chemicals,-,Marysville,OH
742,5,Cracker Barrel Old Country Store,"2,926",0.50%,201.90,2724.1,6.70%,"$1,522","$3,821","73,000","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure",Food Services,-,Lebanon,TN
743,-11,Triple-S Management,"2,916",-2.30%,54.50,2861.5,212.50%,"$3,117",$616,"3,517","President, Chief Executive Officer &  Director",Health Care,Health Care: Insurance and Managed Care,-,San Juan,Puerto Rico
744,98,First Republic Bank,"2,912",22.60%,757.70,2154.3,12.50%,"$87,781","$14,982","4,025",Chairman &  Chief Executive Officer,Financials,Commercial Banks,-,SF,CA
745,23,ServiceMaster Global Holdings,"2,912",6.00%,510.00,2402,229.00%,"$5,646","$6,882","13,000",Chairman &  Chief Executive Officer,Business Services,Diversified Outsourcing Services,-,Memphis,TN
